1.0000,0.2108,0.1951,0.1500,0.2985,0.2002,0.2112
0.2108,1.0000,0.7226,0.3825,0.5800,0.7565,0.5782
0.1951,0.7226,1.0000,0.3745,0.5698,0.7800,0.6192
0.1500,0.3825,0.3745,1.0000,0.3552,0.3765,0.4565
0.2985,0.5800,0.5698,0.3552,1.0000,0.5818,0.6328
0.2002,0.7565,0.7800,0.3765,0.5818,1.0000,0.6320
0.2112,0.5782,0.6192,0.4565,0.6328,0.6320,1.0000
